ka/activerecord/models,statement,հայտարարություն
ka/activerecord/models,user,սպառող
ka/activerecord/models,economic_category,տնտեսական կատիգորիա
ka/activerecord/models,indicator_category,ինդիկատորի կատիգորիա
ka/activerecord/models,indicator,ինդիկատոր
ka/activerecord/models,platform,կուսակցության պլատֆորմը
ka/activerecord/models,policy_brief,փորձագիտական գնահատական
ka/activerecord/models,political_party,քաղաքական կուսակցություն
ka/activerecord/models,page,էջ
ka/activerecord/models,activity,նորույթ
ka/activerecord/models,election,ընտրություններ
ka/activerecord/attributes/activity,date,ամսաթիվը
ka/activerecord/attributes/activity,video,YouTube տեսալինկ
ka/activerecord/attributes/activity_translation,title,վերնագիր
ka/activerecord/attributes/activity_translation,body,տեքստ
ka/activerecord/attributes/statement,date_made,պատրաստելու ամսաթիվը
ka/activerecord/attributes/statement,political_party,քաղաքական կուսակցություն
ka/activerecord/attributes/statement,economic_category,տնտեսական կատիգորիա
ka/activerecord/attributes/statement,is_public,ի գիտություն աշխարհի
ka/activerecord/attributes/statement_translation,source,հայտարարության աղբյուրը
ka/activerecord/attributes/statement_translation,author,հայտարարության հեղինակը
ka/activerecord/attributes/statement_translation,statement_made,արված հայտարարությունը
ka/activerecord/attributes/statement_translation,analysis,վերլուծություն
ka/activerecord/attributes/user,email,էլ. փոստ
ka/activerecord/attributes/user,password,գաղտնաբառ
ka/activerecord/attributes/user,password_confirmation,կրկնեք գաղտնաբառը
ka/activerecord/attributes/user,role,դերը
ka/activerecord/attributes/user,remember_me,հիշիր ինձ
ka/activerecord/attributes/economic_category_translation,name,անուն
ka/activerecord/attributes/indicator_category_translation,name,անուն
ka/activerecord/attributes/indicator,indicator_category,ինդիկատորի կատիգորիա
ka/activerecord/attributes/indicator,value,գնահատում
ka/activerecord/attributes/indicator_translation,name,անուն
ka/activerecord/attributes/platform,political_party,քաղաքական կուսակցություն
ka/activerecord/attributes/platform,economic_category,տնտեսական կատիգորիա
ka/activerecord/attributes/platform,is_public,ի գիտություն աշխարհի
ka/activerecord/attributes/platform_translation,description,հաշվառում
ka/activerecord/attributes/policy_brief,political_party,քաղաքական կուսակցություն
ka/activerecord/attributes/policy_brief,economic_category,տնտեսական կատիգորիա
ka/activerecord/attributes/policy_brief,is_public,ի գիտություն աշխարհի
ka/activerecord/attributes/policy_brief_translation,analysis,վերլուծություն
ka/activerecord/attributes/political_party,color,գույն
ka/activerecord/attributes/political_party,logo,լոգո
ka/activerecord/attributes/political_party_translation,name,անուն
ka/activerecord/attributes/page,name,անուն
ka/activerecord/attributes/page_translation,title,վերնագիր
ka/activerecord/attributes/page_translation,description,հաշվառում
ka/activerecord/attributes/election,date,ընտրությունների տվյալները
ka/activerecord/attributes/election_translation,name,ընտրությունների անվանումը
ka/app/language,en,English
ka/app/language,ka,ქართული
ka/app/language,am,Հայերեն
ka/app/language,ru,Русский
ka/app/language,az,Azərbaycan
ka/app/scales/indicator_category_id_1,top,ճիշտ
ka/app/scales/indicator_category_id_1,middle,կենտրոնամետ
ka/app/scales/indicator_category_id_1,bottom,"ոչ ճիշտ, սխալ"
ka/app/scales/indicator_category_id_2,top,հետեւողական
ka/app/scales/indicator_category_id_2,middle,կենտրոնամետ
ka/app/scales/indicator_category_id_2,bottom,փոխբացառող
ka/app/scales/indicator_category_id_3,top,արդարացված
ka/app/scales/indicator_category_id_3,middle,կենտրոնամետ
ka/app/scales/indicator_category_id_3,bottom,արդարացված չէ
ka/app/scales/indicator_category_id_4,top,իրականացվելիք
ka/app/scales/indicator_category_id_4,middle,կենտրոնամետ
ka/app/scales/indicator_category_id_4,bottom,անհնարին
ka/app/scales/indicator_category_id_5,top,ձախեր
ka/app/scales/indicator_category_id_5,middle,կենտրոնամետ
ka/app/scales/indicator_category_id_5,bottom,աջեր
ka/app/buttons,back,ետ
ka/app/buttons,list,դիտեք լրիվությամբ
ka/app/buttons,admin,ադմինիստրատորի բաժին
ka/app/buttons,delete,"մաքրել, ջնջել"
ka/app/buttons,edit,փոխել
ka/app/buttons,show,ցուցմունք
ka/app/buttons,cancel,անվավեր ճանաչում
ka/app/buttons,update,նորացում
ka/app/buttons,save,պահում
ka/app/buttons,create,պատրաստում
ka/app/buttons,reset,նախնական կառուցվածքին վերադառնալը
ka/app/buttons,remove,վերացնել
ka/app/buttons,confirm,համոզվա՞ծ եք
ka/app/buttons,new,նոր
ka/app/buttons,update_statements,հայտարարությունների նորացում
ka/app/common,app_name,ՔԱՂԱՔԱԿԱՆ ԿՈՒՍԱԿՑՈՒԹՅՈՒՆՆԵՐԻ ՍՈՑԻԱԼ-ՏՆՏԵՍԱԿԱՆ ԾՐԱԳՐԵՐԸ
ka/app/common,name,նորույթ
ka/app/common,title,վերնագիր
ka/app/common,description,հաշվառում
ka/app/common,date_made,պատրաստման ամսաթիվը
ka/app/common,political_party,քաղաքական կուսակցություն
ka/app/common,political_parties,քաղաքական կուսակցություններ
ka/app/common,economic_category,տնտեսական կատիգորիա
ka/app/common,statement,հայտարարություն
ka/app/common,statements,հայտարարություններ
ka/app/common,activities,նորույթներ
ka/app/common,activity,նորույթներ
ka/app/common,indicator,ինդիկատոր
ka/app/common,indicator_category,ինդիկատորի կատիգորիա
ka/app/common,user,սպառող
ka/app/common,source,աղբյուր
ka/app/common,author,հայտարարող
ka/app/common,scores,միավորներ
ka/app/common,email,էլ. փոստ
ka/app/common,role,դերը
ka/app/common,new_password,նոր գաղտնաբառը
ka/app/common,platform,կուսակցության պլատֆորմը
ka/app/common,policy_brief,փորձագիտական գնահատական
ka/app/common,policy_briefs,փորձագիտական գնահատականներ
ka/app/common,date,ամսաթիվ
ka/app/common,files,օժանդակ ֆայլեր
ka/app/common,images,նկարներ
ka/app/common,color,գույն
ka/app/common,legend,լեգենդ
ka/app/common,indicator_scales,ինդիկատորի սանդղակը
ka/app/common,sign_in,փոփոխում
ka/app/common,analysis,վերլուծություն
ka/app/common,actions,ընտրեք
ka/app/common,value,գնահատում
ka/app/common,page,էջ
ka/app/common,about,մասին
ka/app/common,home,գլխավոր
ka/app/common,methodology,մեթոդաբանություն
ka/app/common,disclaimer,Disclaimer
ka/app/common,is_public,հ գիտություն աշխարհի
ka/app/common,party_statements,%{party} հայտարարությունների
ka/app/common,party_platform,%{party} կուսակցության պլատֆորմը
ka/app/common,category_statements,%{category} հայտարարությունների
ka/app/common,all_party_platform_avg,քաղաքական կուսակցությունների ծրագրերի ընդհանուր
ka/app/common,time,ժամանակը
ka/app/common,comments,մեկնաբանություններ
ka/app/common,view_full,ընդլայնված
ka/app/common,sitemap,կայքի քարտեզը
ka/app/common,logo,լոգո
ka/app/common,view_source,տես աղբյուրը
ka/app/common,download_report,հաշվի բեռնումը
ka/app/msgs,does_not_exist,"Դուք փորձում եք բացել էջը, որը գոյություն չունի"
ka/app/msgs,not_authorized,Դուք այս էջը բացելոի իրավուք չունեք
ka/app/msgs,permalink_exists,արդեն գոյություն ունի տվյալների բազայում
ka/app/msgs,success_created,%{obj} պատրաստված է
ka/app/msgs,success_updated,%{obj} նորացված է
ka/app/msgs,policy_already_exists,արդեն գոյություն ունի տվյալների բազայում
ka/app/msgs,platform_already_exists,արդեն գոյություն ունի տվյալների բազայում
ka/app/msgs,statement_chart_instructions,որպեսզի ավելի լավ տեսնեք մի կուսակցության պաշտոնական դիրքորոշումն եւ համեմատեբ մյոըս կուսակցությունների հետ:
ka/layouts/application,admin,ադմինիստրատոր
ka/layouts/application,sign_out,դուրս գալ
ka/layouts/application,js_link_title,մուտք գործեք ջամպստարտ Ջորջիայի կայք էջը
ka/layouts/application,js_link_text,կառուցված
ka/layouts/application,search,որոնում
ka/layouts/application,slogan,Ի՞նչ են խոստանում կուսակցությունները:
ka/layouts/unsupported_browser,title,անհամապատասխան բրաուզեր
ka/layouts/unsupported_browser,p1,"Ցավոք, ձեր համացանց բրաուզերի օգտագործման ժամկետը սպառվել է եւ կայք էջի հետ լիարժեք կապվելը չի իրականացվի"
ka/layouts/unsupported_browser,p2,"Գոյություն ունեն մի շարք անվճար բրաուզերներ, որոնց արտագրելուց հետո կկարողանաք օգտվել կայք էջից"
ka/layouts/unsupported_browser,chrome,Chrome
ka/layouts/unsupported_browser,firefox,Firefox
ka/layouts/unsupported_browser,ie,Internet Explorer (მხოლოდ Windows-ზე)
ka/layouts/unsupported_browser,opera,Opera
ka/layouts/unsupported_browser,Safari,Safari
ka/layouts/unsupported_browser,admin,ադմինիստրատոր
ka/layouts/unsupported_browser,sign_out,դուրս գալ
ka/layouts/unsupported_browser,js_link_title,մուտք գործեք ջամպստարտ Ջորջիայի կայք էջը
ka/layouts/unsupported_browser,js_link_text,կառուցված
ka/root/index,welcome,"Բարի գալուստ տնտեսական քաղաքականության փաստերի ստուգմանը: Դիտեք քաղաքական կուսակցությունների պլատֆորմներն եւ նաեւ մեր խոր վերլուծությունը, որպեսզի ավելի լավ ընկալեք Վրաստանի քաղաքական կուսակցությունների տնտեսական քաղաքականությունը"
ka/root/index,welcome_link,"Իմացեք ավելի, սեղմեք այստեղ"
ka/root/index,no_values,Քաղաքական կուսակցության մասին ապլիկացիայում տեղեկատվությունը ներկա պահին չի մտցված
ka/root/index,latest_statements_header,
ka/root/index,about_header,մասին
ka/root/index,chart_title,Քաղաքական կուսակցությունների գաղափարախոսությունները
